id,org_id,name,description,image,background_image,start_date,end_date,status,oprec_link,location,participant_limit,participant_count,is_highlighted,is_organogram,created_at,updated_at
event-59,lembaga-16,Exhibition Mobile 2001,"Laboriosam quam delectus unde laborum nostrum. Maiores doloremque rerum aliquam ut veniam vero veritatis.
A magni minus itaque expedita. Consequatur doloremque voluptatum totam. Provident accusamus quia occaecati.",https://placekittens.com/800/600,https://placekittens.com/1200/800,2026-07-22T04:03:42.693350,2026-07-25T11:57:52.125144,Coming Soon,,Aula Utama,127,89,False,False,2026-06-30T12:26:01.371145,2026-07-08T11:51:25.546161
event-60,lembaga-19,Hackathon IoT 2024,"Suggest figure turn share explain short join. As people take share rock. Agree bring particularly performance teacher financial describe.
Without under another really. Top share market admit special another appear. Go girl economy human these board.",https://dummyimage.com/800x600,https://placekittens.com/1200/800,2026-10-30T00:28:34.600250,2026-11-04T17:38:15.603205,Ended,https://www.ud.sch.id/,Aula Utama,283,25,False,False,2026-10-21T09:02:39.325980,2026-09-30T00:28:34.643962
event-61,lembaga-3,TechFest Blockchain 2021,"A adipisci harum reprehenderit quis. Ullam iure maxime expedita magni consequuntur dolorum nemo.
Qui voluptatibus laudantium sequi. Mollitia molestiae iste officia est sunt. Voluptatem architecto voluptatem sequi facilis tenetur dicta veritatis.",https://dummyimage.com/800x600,https://picsum.photos/1200/800,2027-05-25T16:32:01.884921,2027-05-26T11:33:26.821150,Coming Soon,https://www.mcneil-gray.biz/,Lapangan Kampus,219,51,True,True,2027-05-20T18:13:59.885312,2027-04-25T16:32:01.737573
event-62,lembaga-5,Hackathon Blockchain 1991,"Business tend behind TV.
Top likely surface night civil in. Theory scientist professor similar big if knowledge. Tv seek material.
Sister student study later memory eight Democrat. Concern call he. Suddenly role into language night mouth particularly.",https://placekittens.com/800/600,https://placekittens.com/1200/800,2027-03-15T00:45:26.132173,2027-03-17T15:36:40.271636,Ended,https://pd.org/,Ruang Seminar,291,2,True,False,2027-01-31T13:12:10.125030,2027-02-13T00:45:26.061091
event-63,lembaga-3,Conference Data Science 1986,"Maxime ullam nostrum perspiciatis. Voluptate ut eligendi vel velit illum.
Ad temporibus minus. Esse exercitationem laboriosam provident officia in illum. Deserunt nihil est ad voluptates qui eius.
Nulla facilis saepe adipisci. Mollitia quaerat ducimus iure iusto.",https://picsum.photos/800/600,https://picsum.photos/1200/800,2027-01-01T11:30:02.757068,2027-01-01T18:35:58.224526,On going,,Aula Utama,465,84,False,True,2026-11-03T19:06:26.930833,2026-12-02T11:30:02.659772
event-64,lembaga-16,TechFest Mobile 1976,"Stop final degree benefit concern relationship memory. Meeting spend energy.
Explain rise risk relationship. Car reveal sell big why goal. Respond piece traditional sign.
Fire dark year list series. Decade commercial wonder be my outside much. Now benefit along specific me former follow.",https://placekittens.com/800/600,https://dummyimage.com/1200x800,2026-08-12T21:17:44.985260,2026-08-15T11:42:18.926187,Coming Soon,,Gedung B,385,32,False,False,2026-06-21T18:28:15.925757,2026-08-01T12:30:25.066312
event-65,lembaga-7,Exhibition Blockchain 1982,"Fire effort weight effort cause. Room series pass agree. State determine act of boy.
Exactly budget yes wife. Leave institution truth from.
Bank treat campaign tonight open growth friend. Author visit method surface. Law great evidence adult and check animal meeting.",https://picsum.photos/800/600,https://dummyimage.com/1200x800,2027-02-18T10:39:50.238433,2027-02-20T09:55:03.602858,Coming Soon,,Gedung A,216,8,False,False,2027-01-27T07:50:11.652872,2027-01-19T10:39:50.934633
event-66,lembaga-6,Hackathon Cloud Computing 1993,"Dignissimos delectus consectetur officia provident. Hic est ex eligendi neque quisquam nisi tenetur.
Veniam doloremque repudiandae sapiente. Blanditiis eos officiis id autem dicta. Facere possimus cupiditate facilis sit voluptates.",https://dummyimage.com/800x600,https://picsum.photos/1200/800,2026-09-21T04:57:02.184666,2026-09-22T01:34:28.081496,On going,,West David,75,31,True,True,2026-08-16T07:28:39.239502,2026-08-22T04:57:02.149446
event-67,lembaga-18,Bootcamp Cloud Computing 1991,"Recusandae iure a. Vero non incidunt sapiente.
Mollitia qui quaerat ad. Dolor iure totam aut. Dolorem eligendi adipisci iusto quibusdam vel soluta.
Rerum blanditiis in accusamus officiis accusamus. Explicabo illo in autem.",https://dummyimage.com/800x600,https://dummyimage.com/1200x800,2026-12-05T03:03:46.560562,2026-12-12T01:54:25.426395,Coming Soon,,Ruang Seminar,118,69,True,True,2026-11-03T08:46:15.647776,2026-11-05T03:03:46.299010
event-68,lembaga-6,Conference Data Science 1994,Esse corrupti eum iste quasi ut perferendis eligendi. Facere doloremque quaerat necessitatibus minus. Dolore officia culpa quod consequuntur.,https://dummyimage.com/800x600,https://placekittens.com/1200/800,2027-07-25T22:14:29.482766,2027-07-26T10:41:02.623863,Ended,http://dixon.info/,Aula Utama,367,90,False,False,2027-06-01T06:11:37.423024,2027-06-25T22:14:29.047273
event-69,lembaga-16,Exhibition Cyber Security 1971,"Quaerat nam enim aliquid. Nemo a similique non nostrum dolores.
At perferendis nisi ipsum ex maiores rerum doloribus. Fuga officia possimus ex odit dignissimos occaecati excepturi.",https://placekittens.com/800/600,https://placekittens.com/1200/800,2027-06-06T09:25:23.276062,2027-06-06T15:28:15.511509,Coming Soon,,Online (Zoom),184,9,False,False,2027-04-11T08:38:20.793818,2027-05-07T09:25:23.633904
event-70,lembaga-5,TechFest AI 2010,"Election those check week not. Lose still lose throughout not big. Area between month ten.
West send teach law home carry.
List these investment use son strong stage. Represent white late rock.
Rise purpose center Democrat page. Western man kitchen difference.",https://placekittens.com/800/600,https://dummyimage.com/1200x800,2027-06-02T20:12:39.525952,2027-06-05T13:05:43.412952,Coming Soon,,Lab Komputer,471,3,False,False,2027-05-18T10:00:26.774889,2027-05-03T20:12:39.257618
event-71,lembaga-3,Conference Data Science 1988,"Culpa nisi maiores facilis. Earum ea perferendis nam qui. Quam blanditiis officiis voluptatem blanditiis.
Nostrum dicta voluptas laudantium. Fuga tempore suscipit repudiandae est aspernatur.
Quo vitae dolorum error ipsam. Molestias qui iusto impedit omnis accusamus esse. Repudiandae dolor qui.",https://dummyimage.com/800x600,https://dummyimage.com/1200x800,2026-07-20T06:12:46.767096,2026-07-22T05:05:04.169855,Coming Soon,,Aula Utama,330,22,False,True,2026-06-01T10:58:21.012033,2026-06-22T16:18:38.884128
event-72,lembaga-13,Hackathon Blockchain 1981,"Support sometimes none main west. Mother back pick respond though dream.
Seek fact worker strong. Heart table bar become food first. Page represent wife together step turn likely might.
Hour focus night traditional. Avoid positive share way gun.",https://dummyimage.com/800x600,https://picsum.photos/1200/800,2026-08-12T23:04:35.240910,2026-08-13T22:23:26.802478,Ended,https://mckay.com/,Gedung A,231,77,False,False,2026-07-09T09:51:48.196791,2026-08-05T12:55:10.626742
event-73,lembaga-8,TechFest Web Dev 1997,Iste cum magnam aperiam corrupti. Error voluptatem quam itaque tenetur asperiores. Tempora asperiores vel quidem blanditiis id minima.,https://dummyimage.com/800x600,https://placekittens.com/1200/800,2026-12-26T03:22:33.496742,2026-12-28T03:13:42.876611,Ended,,Lab Komputer,274,82,True,True,2026-11-05T00:01:36.422526,2026-11-26T03:22:33.555462
event-74,lembaga-15,Seminar Mobile 2002,"Year trade way light common live bit. Speech question miss several space type lot. Though candidate decade heart service.
Lot find camera window. Process continue light whom.
Own type discover. Whose girl follow red behind across resource.",https://picsum.photos/800/600,https://dummyimage.com/1200x800,2027-06-09T15:30:58.790415,2027-06-10T17:54:41.547627,Coming Soon,https://pd.org/,Tomohon,110,35,True,True,2027-04-18T18:38:56.237630,2027-05-10T15:30:58.514457
event-75,lembaga-1,Bootcamp AI 1974,"Big hand expect as know conference. Certainly environmental civil. Once think floor five sign five identify.
Lawyer positive later blue his. Hot fire visit TV tell ground. Tough throw magazine window suffer appear boy.",https://dummyimage.com/800x600,https://placekittens.com/1200/800,2027-05-28T05:54:51.171619,2027-06-01T19:23:37.551539,On going,http://www.jones-ball.com/,Lapangan Kampus,403,85,False,True,2027-05-07T18:19:10.031070,2027-04-28T05:54:51.620041
event-76,lembaga-8,Seminar IoT 2010,"Both go a we know probably meet. Cover but yeah tough.
Course lead interest than lose. Throughout health street bar that early fish. Set his toward important possible. Usually feeling inside age.
Political late level around modern. Method teach manage partner despite various.",https://placekittens.com/800/600,https://placekittens.com/1200/800,2026-10-14T21:26:47.278902,2026-10-15T09:03:52.748578,On going,,Lapangan Kampus,200,52,False,False,2026-08-28T16:51:07.476614,2026-09-14T21:26:47.458978
event-77,lembaga-4,Conference AI 1970,"Involve increase consumer north population. Adult car station arrive sort senior. Change find win difficult television such answer trade.
Spring tonight oil fish. Fight so goal leg method paper wife. Pull at hour loss you garden sell.",https://picsum.photos/800/600,https://dummyimage.com/1200x800,2027-07-09T01:43:22.404901,2027-07-11T04:33:36.948840,Ended,https://cooper.info/,Gedung B,392,35,False,False,2027-07-06T01:39:27.452265,2027-06-09T01:43:22.247578
event-78,lembaga-11,Workshop Cyber Security 1978,"City gun father financial test could piece well. Decade network him.
Guy majority eight end policy network. Become enjoy life build because executive.
General catch activity be significant. Film likely put.
Thus world score same study some guy. Analysis full between material with century.",https://picsum.photos/800/600,https://picsum.photos/1200/800,2026-07-19T11:12:41.265006,2026-07-20T07:00:01.950043,Coming Soon,,Ruang Seminar,395,59,False,False,2026-05-26T12:28:45.915305,2026-07-30T10:23:14.285640
event-79,lembaga-14,Exhibition IoT 1996,"Optio repellendus laborum asperiores expedita.
Sapiente facilis praesentium inventore dolor facere aut. Corporis illum atque.
Labore labore aspernatur doloremque harum illum. Culpa quibusdam quisquam qui fuga aspernatur.
Perferendis similique repellat est cum quos. Tempora unde explicabo.",https://dummyimage.com/800x600,https://picsum.photos/1200/800,2027-05-28T08:22:45.060879,2027-05-28T12:33:02.487041,On going,,Lab Komputer,232,57,True,True,2027-05-12T22:11:24.875622,2027-04-28T08:22:45.284035
event-80,lembaga-20,Hackathon AI 2004,"Those his chair design material six environmental. Ask check away side throughout wear. Drug couple various blood tell.
Voice morning player available economic face carry. Industry edge thank thank card current police personal. They husband police customer play former through.",https://picsum.photos/800/600,https://placekittens.com/1200/800,2027-03-05T16:15:59.735598,2027-03-08T15:34:25.624293,On going,https://pd.net.id/,Ruang Seminar,158,77,False,False,2027-02-09T23:34:31.421593,2027-02-03T16:15:59.463691
event-81,lembaga-16,Conference IoT 2019,"Odit enim numquam sit assumenda. Eum ullam consequatur iure laboriosam quo.
Aut quia ad dolore doloremque eligendi vero.
Tempora sunt nihil aliquid nihil vitae tempore. Ut fugit fugiat magni.",https://picsum.photos/800/600,https://dummyimage.com/1200x800,2027-04-01T16:37:12.513593,2027-04-01T19:01:13.321954,Coming Soon,http://mercado.info/,Online (Zoom),336,7,False,False,2027-03-30T01:52:26.012274,2027-03-02T16:37:12.367434
event-82,lembaga-3,Hackathon Cloud Computing 2012,"Maybe weight visit game night sit. Win pick central space listen forward. Plant site assume despite suggest they.
Within still father attack country state education. Tree organization camera action beautiful water. Hot range service attorney chair eye.",https://placekittens.com/800/600,https://picsum.photos/1200/800,2027-07-03T02:55:25.437683,2027-07-04T07:18:54.718278,Coming Soon,,Lab Komputer,247,74,False,True,2027-06-14T17:34:53.759933,2027-06-03T02:55:25.111376
event-83,lembaga-19,Competition Cloud Computing 1985,"Cause hot arrive various. Tax these trip. But theory sister follow peace institution weight.
More send form around. Break hair less peace.
Outside either better when center close individual. Throughout eat four understand.
There over natural from. Fund into wrong.",https://dummyimage.com/800x600,https://placekittens.com/1200/800,2027-01-12T02:08:19.397181,2027-01-13T23:12:51.738080,Ended,,Lab Komputer,396,23,False,True,2026-11-26T09:45:16.637312,2026-12-13T02:08:19.344037
event-84,lembaga-2,Bootcamp Web Dev 1982,"Impedit quasi magni dolores corporis. Nisi est magni occaecati.
Dicta dicta tempora laboriosam ad soluta voluptatum. Molestias itaque aliquam labore doloremque temporibus.
In commodi aut et voluptas. Dolorem qui tempore. Nulla eum sunt quae debitis.",https://placekittens.com/800/600,https://picsum.photos/1200/800,2027-02-07T05:46:07.319363,2027-02-12T14:06:48.421504,Coming Soon,,Online (Zoom),129,21,False,True,2027-01-31T08:49:35.882939,2027-01-08T05:46:07.644916
event-85,lembaga-2,Conference IoT 1975,"Excepturi id cum autem. Quas aperiam veniam officiis eius.
Blanditiis quasi necessitatibus nesciunt inventore blanditiis expedita. Ipsam atque repellat tempora quisquam aspernatur veritatis.
Repellat ea excepturi et. Excepturi ut reiciendis alias eos debitis asperiores.",https://picsum.photos/800/600,https://dummyimage.com/1200x800,2026-10-12T13:19:44.032788,2026-10-14T22:46:00.651095,Coming Soon,,Gedung B,148,58,True,True,2026-09-19T10:26:50.474427,2026-09-12T13:19:44.665085
event-86,lembaga-9,Conference Cyber Security 1983,"Error odio odit odit maiores recusandae fuga magni. Nostrum soluta expedita earum laboriosam architecto ducimus.
Cupiditate blanditiis sit culpa molestiae.
Quos deleniti quaerat. Dolorem dolores vel dignissimos.",https://placekittens.com/800/600,https://placekittens.com/1200/800,2027-01-25T08:31:58.595386,2027-01-26T06:21:07.748000,On going,,Lab Komputer,157,40,False,False,2026-12-28T00:45:41.248439,2026-12-26T08:31:58.970325
event-87,lembaga-2,Seminar Data Science 1992,"Civil lawyer sign power study. Pm bank law.
Quality check just. Four red dog along southern food majority. Finally require buy child.
Modern detail develop. Others Democrat interest if consumer generation. Simple data management movement certain staff.",https://picsum.photos/800/600,https://placekittens.com/1200/800,2026-08-24T05:28:02.116948,2026-08-28T16:16:59.751635,Ended,,Lapangan Kampus,165,16,False,False,2026-08-22T06:05:15.183843,2026-07-26T18:45:59.042958
event-88,lembaga-9,Competition Blockchain 1998,"Eveniet odit alias corporis odio iusto at. Corrupti illum reprehenderit eligendi aliquid. Eos esse modi quisquam omnis.
Impedit dolorem explicabo alias atque sit sint. Non repellendus error porro fuga. Molestiae tenetur necessitatibus assumenda totam voluptatibus eligendi.",https://placekittens.com/800/600,https://dummyimage.com/1200x800,2026-11-02T03:11:16.807170,2026-11-02T05:41:22.968369,Ended,http://carlson.info/,Leeshire,301,19,False,True,2026-10-21T23:17:22.714548,2026-10-03T03:11:16.360618
event-89,lembaga-5,Hackathon Data Science 1974,"Ullam suscipit ratione cum occaecati. Totam facilis quaerat harum. Qui libero nostrum atque eaque quod iure.
Eius at ipsam a id. Eius sit provident deleniti. Aut repellendus alias officia.",https://placekittens.com/800/600,https://dummyimage.com/1200x800,2026-09-24T19:53:30.829565,2026-09-28T01:17:45.637000,Ended,,Lewisborough,493,79,False,False,2026-08-12T14:44:31.346506,2026-08-25T19:53:30.093827
event-90,lembaga-19,Workshop Cyber Security 2024,"Dicta autem dolore asperiores. Magnam illum officia expedita in aspernatur repellendus. Placeat vel alias nihil reprehenderit quod.
Aut nesciunt repudiandae mollitia quae corporis molestias cum. Totam delectus exercitationem nemo cum amet.",https://placekittens.com/800/600,https://dummyimage.com/1200x800,2026-12-10T06:32:33.525136,2026-12-15T13:46:18.237893,Ended,https://cv.edu/,Gedung B,458,38,False,False,2026-11-10T19:54:02.836600,2026-11-10T06:32:33.615251
event-91,lembaga-1,Bootcamp Mobile 1983,"National glass thing small their relationship. Hand others season describe quickly bar.
Example test college range fear never century opportunity. Decide show customer. Certain describe you behind.",https://placekittens.com/800/600,https://dummyimage.com/1200x800,2027-06-21T13:22:42.732101,2027-06-23T05:15:06.925990,Ended,,Gedung A,337,72,False,False,2027-06-12T10:20:10.983883,2027-05-22T13:22:42.138423
event-92,lembaga-18,Bootcamp Mobile 1993,"Porro neque cumque quasi perspiciatis. Corrupti rerum ullam tenetur nisi earum.
Repudiandae beatae iusto facilis beatae doloremque. Voluptatum placeat voluptas itaque unde ratione eligendi. Aliquid deleniti sequi temporibus. Ab culpa unde accusantium dignissimos animi nisi soluta.",https://placekittens.com/800/600,https://placekittens.com/1200/800,2026-08-12T17:05:37.436436,2026-08-15T20:31:32.920031,Coming Soon,,Online (Zoom),245,21,False,True,2026-07-04T08:41:18.561725,2026-07-21T11:40:46.734860
event-93,lembaga-5,Conference Web Dev 2023,"Nisi illum praesentium.
Quidem totam eius quia perspiciatis impedit sunt. Itaque laboriosam recusandae harum. Debitis laboriosam dicta saepe velit.
Itaque necessitatibus odit deleniti temporibus. Numquam laborum unde nesciunt architecto animi. Repudiandae neque modi vel.",https://placekittens.com/800/600,https://picsum.photos/1200/800,2026-09-14T22:47:51.106906,2026-09-15T08:24:13.999892,Ended,https://cv.biz.id/,Gedung A,86,44,False,False,2026-08-07T20:30:15.319934,2026-08-15T22:47:51.487406
event-94,lembaga-5,Workshop Cloud Computing 2004,"Maxime odio magni labore nesciunt eaque. Et quos maiores accusantium tempora maiores.
Totam quidem eligendi sint aut. Dolorum neque cum enim. Non distinctio corporis corporis exercitationem.
Itaque explicabo reprehenderit eligendi voluptatem. Magnam a ut dicta.",https://dummyimage.com/800x600,https://placekittens.com/1200/800,2027-06-03T11:01:56.745013,2027-06-03T14:05:13.898853,On going,,Lapangan Kampus,153,63,False,False,2027-04-14T10:37:34.046959,2027-05-04T11:01:56.835582
event-95,lembaga-6,TechFest IoT 2019,"Beautiful fly institution ok at prove much. Nearly author door health.
World marriage decide. Never free often hit conference go tax name.
Expect page who war detail kitchen your inside. Left send save himself plant. Success five difficult.",https://picsum.photos/800/600,https://dummyimage.com/1200x800,2027-06-12T11:12:15.129864,2027-06-13T01:20:20.956182,Ended,http://ud.net.id/,Online (Zoom),426,84,False,False,2027-06-06T03:16:40.881611,2027-05-13T11:12:15.027976
event-96,lembaga-2,Seminar Cloud Computing 1983,"Important hospital do stay try.
Them news body account concern. Agree should three thousand first. Choose actually wonder smile.
Brother director ask them him voice. School particularly ready fire. Television buy do structure ten. Help another win seem character security Republican.",https://picsum.photos/800/600,https://dummyimage.com/1200x800,2027-04-21T10:42:07.276693,2027-04-24T07:28:36.567025,Ended,,Aula Utama,454,22,False,False,2027-04-05T09:54:17.987280,2027-03-22T10:42:07.572903
event-97,lembaga-2,Competition AI 1980,"Laugh change main decide your sometimes eight organization. Race will effect chair subject lot mission. Rock protect south usually staff allow allow.
Sound their first as hit outside. Generation out matter anything.",https://dummyimage.com/800x600,https://dummyimage.com/1200x800,2026-11-30T17:54:00.556612,2026-12-04T04:59:18.037011,Coming Soon,,Online (Zoom),223,19,False,False,2026-11-15T18:43:26.603774,2026-10-31T17:54:00.889512
event-98,lembaga-20,TechFest Cyber Security 1994,"Culpa quod sapiente in sit dolore mollitia. Mollitia autem architecto perspiciatis placeat voluptatum.
Consectetur fugit molestias dolore corrupti est.
Atque maxime architecto consectetur minima praesentium explicabo. Ex ex eligendi natus laudantium saepe aliquid.",https://placekittens.com/800/600,https://picsum.photos/1200/800,2027-04-16T08:01:29.772950,2027-04-19T12:15:46.340959,Coming Soon,https://pt.desa.id/,Ruang Seminar,192,78,False,False,2027-03-19T17:43:34.916320,2027-03-17T08:01:29.644740
event-99,lembaga-17,Workshop Blockchain 1986,"Nostrum labore quam vitae eligendi. Facilis nostrum expedita eveniet accusamus dolores.
Cupiditate aut dolor delectus necessitatibus facilis. Repellendus debitis quo ipsam reiciendis perferendis. Hic harum minus accusamus libero iusto rerum.
Error ratione magni officiis.",https://picsum.photos/800/600,https://placekittens.com/1200/800,2027-02-13T22:24:51.980407,2027-02-14T00:18:38.417057,On going,,Bima,328,79,False,True,2026-12-17T18:40:00.402145,2027-01-14T22:24:51.101914
event-100,lembaga-8,Workshop AI 2021,"Glass kind organization include new morning. She goal perhaps area painting. Effect particular news middle base possible.
Great interview professional great oil fire cell trade.
Bring trade soldier position glass country. Him expert away traditional. Letter win Congress again push item many soon.",https://picsum.photos/800/600,https://picsum.photos/1200/800,2027-02-06T13:40:42.659390,2027-02-07T03:59:10.719162,Coming Soon,,Gedung A,465,6,False,True,2027-01-15T07:43:00.099807,2027-01-07T13:40:42.499693
event-101,lembaga-8,Competition Cyber Security 1991,"Accusamus architecto ducimus recusandae optio facere adipisci. Repellat molestias ipsam adipisci.
Quisquam harum asperiores reprehenderit officia. Nam dolor fugit optio libero omnis tempore cum.
Alias nihil quasi officiis fugit aperiam voluptates. Consequatur dolorem voluptatibus occaecati in.",https://dummyimage.com/800x600,https://dummyimage.com/1200x800,2026-08-04T18:50:29.047397,2026-08-05T07:10:35.537174,Coming Soon,http://cook-murray.org/,Lapangan Kampus,273,63,False,False,2026-08-01T04:51:14.009461,2026-07-16T17:33:59.677770
event-102,lembaga-14,Competition Data Science 2020,"Suddenly executive possible center. Trade glass mind pattern by.
List five expert environment consider writer under. Long I manager economic draw card. Determine market although speak where.
That city authority commercial artist almost area. Station low method born technology machine side.",https://picsum.photos/800/600,https://picsum.photos/1200/800,2027-03-17T03:33:31.582096,2027-03-17T16:41:17.799179,On going,,Lab Komputer,361,83,False,True,2027-03-04T02:44:30.573865,2027-02-15T03:33:31.194896
event-103,lembaga-11,Bootcamp IoT 2023,"Less police message economy drug her wrong. Rather fill window night. Thought especially red identify company particular level.
Able government still imagine. Around investment together door. Teach do white work certainly.",https://placekittens.com/800/600,https://placekittens.com/1200/800,2026-11-14T07:46:35.279691,2026-11-20T05:43:17.212505,On going,http://baxter.com/,Ruang Seminar,330,10,True,True,2026-09-19T17:12:16.532554,2026-10-15T07:46:35.348424
event-104,lembaga-15,TechFest IoT 1972,"Matter everybody fight imagine pick power above. Person difference child every yourself policy.
Indicate drug figure another responsibility. Fall weight myself some red film carry.
Market chair threat consumer defense give. Could floor without north. You check decide possible act.",https://dummyimage.com/800x600,https://placekittens.com/1200/800,2027-01-29T09:15:52.947444,2027-01-30T23:08:53.859340,Ended,https://www.lynn.info/,Aula Utama,150,37,False,True,2026-12-29T21:43:37.895930,2026-12-30T09:15:52.059747
event-105,lembaga-18,Exhibition Web Dev 1989,Soluta doloremque saepe adipisci nisi vel. Mollitia fugiat dolorem. Exercitationem eaque laborum nobis magni. Quas officia ipsum minima a similique voluptatum.,https://dummyimage.com/800x600,https://picsum.photos/1200/800,2027-01-29T05:37:46.133591,2027-01-29T15:15:13.469290,On going,,Aula Utama,469,93,True,False,2026-12-27T19:20:42.286223,2026-12-30T05:37:46.310246
event-106,lembaga-4,Hackathon Mobile 1972,"Corporis itaque nostrum eveniet optio nam. Nulla iste maiores perferendis quaerat consequatur aliquid.
Nam blanditiis consequatur omnis.
Veritatis qui aspernatur. Atque nobis hic facere debitis. Facilis dolores doloribus similique tempore delectus quisquam dolor.",https://placekittens.com/800/600,https://dummyimage.com/1200x800,2026-10-06T13:39:23.280591,2026-10-06T22:22:58.214759,On going,http://hobbs.org/,Lab Komputer,57,38,False,False,2026-10-02T10:16:39.685617,2026-09-06T13:39:23.129316
event-107,lembaga-18,Exhibition Web Dev 2026,"Quas ipsum molestias nostrum qui asperiores fugit. Dicta nisi at quasi qui.
Consectetur dolore nihil quae culpa debitis. Ratione libero at odio adipisci ut.
Cumque dolorem quidem cumque ullam quia labore. Veniam itaque asperiores quibusdam dolorem.",https://dummyimage.com/800x600,https://dummyimage.com/1200x800,2027-06-13T22:39:15.765968,2027-06-14T15:32:37.349058,Ended,https://thompson-day.com/,Lapangan Kampus,360,84,False,False,2027-04-30T23:20:25.607677,2027-05-14T22:39:15.357320
event-108,lembaga-10,Seminar Mobile 1990,"Paper set although apply situation share certainly old. Morning better three wish capital. Air share hear.
Range security government. Safe end worker. Least alone way only long west reveal.",https://dummyimage.com/800x600,https://dummyimage.com/1200x800,2027-04-30T17:19:00.984368,2027-05-01T02:51:39.124107,Ended,,Aula Utama,425,64,False,True,2027-03-08T07:40:52.022514,2027-03-31T17:19:00.885298
event-109,lembaga-17,Workshop IoT 2009,"Major smile nothing effect book else. Decision economic rate against image.
Leg identify condition west single. Forget memory our policy glass case store.
Push each like window model continue. Improve police contain over great rest economy glass.",https://picsum.photos/800/600,https://dummyimage.com/1200x800,2027-03-28T05:14:42.693902,2027-03-28T12:55:25.265620,Coming Soon,,Odomburgh,146,28,True,False,2027-02-26T11:34:01.760679,2027-02-26T05:14:42.786367
event-110,lembaga-17,Conference Data Science 1983,"Optio ad animi quisquam. Nobis impedit debitis blanditiis ducimus dolorem. Unde iste ullam distinctio sequi eum. Recusandae ipsam quis est omnis laudantium.
Impedit odit nostrum eaque.
Distinctio dolores rerum amet numquam ad. Delectus et veniam eveniet ex. Pariatur dolorum reiciendis.",https://placekittens.com/800/600,https://picsum.photos/1200/800,2026-09-17T15:38:56.050689,2026-09-18T20:12:11.044870,Coming Soon,,Lapangan Kampus,69,86,False,False,2026-08-13T07:51:45.188568,2026-08-18T15:38:56.868822
event-111,lembaga-17,Bootcamp AI 1983,"Modern get subject carry nation return price contain. Speak about everyone share. Tell too represent something station traditional either.
Support something PM front. Physical level gas give sing. Imagine chance quite address relate college family worker.",https://picsum.photos/800/600,https://dummyimage.com/1200x800,2027-05-21T15:08:28.891100,2027-05-22T08:32:18.052087,On going,https://www.conway-bolton.com/,Online (Zoom),207,74,False,True,2027-03-26T01:36:32.333121,2027-04-21T15:08:28.158914
event-112,lembaga-15,Conference Mobile 2002,"Stock safe pass step allow throw job. Financial couple hard situation home.
Everyone already hair concern. Close thus trouble grow week. Region billion boy pay such choice part instead.",https://placekittens.com/800/600,https://picsum.photos/1200/800,2027-03-04T07:48:20.064363,2027-03-11T04:37:12.552093,On going,,Ruang Seminar,251,31,False,True,2027-03-02T14:30:46.686726,2027-02-02T07:48:20.565927
event-113,lembaga-3,Competition Cyber Security 1981,"Nobis cumque veniam ducimus reprehenderit. Ab dolorem quas commodi officia. Ratione veritatis harum quasi minus modi temporibus.
Repudiandae neque magni nam harum perferendis est. Incidunt corrupti unde nostrum.
Et distinctio eius ipsam.",https://dummyimage.com/800x600,https://dummyimage.com/1200x800,2026-12-21T22:31:08.460608,2026-12-22T15:52:42.141695,On going,http://www.gibson.com/,Lapangan Kampus,67,96,False,True,2026-11-14T03:50:00.165606,2026-11-21T22:31:08.213624
event-114,lembaga-6,Competition Cloud Computing 1981,"Asperiores et architecto quos accusantium. Minima quia inventore aut itaque quasi ut.
Alias tempora voluptate iusto ipsa. Quos ab maxime quisquam debitis. Eius velit unde molestias dolores dolorum.
Voluptates velit asperiores ratione. Iste tempore a vitae iusto non. Unde facere quam in earum sit.",https://dummyimage.com/800x600,https://dummyimage.com/1200x800,2027-05-27T14:54:01.338291,2027-05-28T12:54:33.936636,Coming Soon,,East Jennifer,344,29,False,False,2027-05-02T00:31:22.780437,2027-04-27T14:54:01.887064
event-115,lembaga-5,Seminar IoT 2018,"Corporis odio temporibus voluptatibus. Accusamus delectus commodi dolor. Aliquam quam ipsam repudiandae perspiciatis.
Animi officiis itaque libero. Autem ipsa beatae unde ullam. Eius deleniti enim nulla.
Ipsam voluptatum debitis expedita. Labore dignissimos maxime odio. Enim distinctio magnam fuga.",https://dummyimage.com/800x600,https://dummyimage.com/1200x800,2027-02-05T22:02:16.488237,2027-02-07T16:08:47.031365,Coming Soon,,Ruang Seminar,264,87,False,False,2027-01-16T01:24:09.380061,2027-01-06T22:02:16.875306
event-116,lembaga-14,Exhibition Cloud Computing 1984,"Consequuntur aspernatur nostrum beatae. Officiis nulla laudantium sapiente dolore explicabo minima. At excepturi in sapiente perferendis.
Ullam odio voluptates dolore. Officia est perferendis nisi autem saepe excepturi dolorum.",https://dummyimage.com/800x600,https://picsum.photos/1200/800,2027-07-11T16:19:09.870242,2027-07-16T16:11:15.246836,Coming Soon,http://www.higgins.info/,Lapangan Kampus,256,6,False,False,2027-06-02T05:03:19.083182,2027-06-11T16:19:09.684901
